Date,Ticker,Open,High,Low,Close,Volume
2024-01-18,035420,187779.65,192777.69,186532.83,190562.96,2239092
2024-01-18,051910,585634.87,596959.74,582139.86,591599.2,837332
2024-01-19,000660,139755.15,140992.97,133872.75,134907.83,1052491
2024-01-19,005380,235506.03,238116.71,228422.32,230228.32,2129488
2024-01-19,005930,73467.3,73964.36,70180.13,70897.32,2844964
2024-01-19,035420,191007.88,192746.68,184903.14,186046.68,1144248
2024-01-19,051910,593233.31,594196.86,571272.06,578794.74,830831
2024-01-22,000660,135199.34,136702.68,130114.44,131968.95,2357237
2024-01-22,005380,230174.31,233074.95,226566.62,227336.41,2360655
2024-01-22,005930,71037.96,72068.75,69224.29,70154.52,2407908
2024-01-22,035420,186017.57,188069.26,178794.02,180820.44,1244959
2024-01-22,051910,579026.92,587163.25,547651.78,550778.41,2609846
2024-01-23,000660,132003.42,132286.46,129913.86,131038.67,1866331
2024-01-23,005380,226798.17,230351.75,225526.78,227453.09,2333453
2024-01-23,005930,70339.03,70587.84,67904.75,68873.74,2430465
2024-01-23,035420,180618.46,181409.75,177585.32,179740.63,1734671
2024-01-23,051910,549169.96,553886.35,536781.77,541419.64,1897729
2024-01-24,000660,130775.89,132638.11,130249.3,130654.37,2271849
2024-01-24,005380,227266.11,230291.0,224478.32,225571.17,1047699
2024-01-24,005930,68904.51,69785.5,66836.64,67719.93,2549588
2024-01-24,035420,180180.46,181639.71,171521.48,173669.61,969337
2024-01-24,051910,540029.96,545744.61,523510.98,527708.86,2483327
2024-01-25,000660,130624.81,132684.63,129855.91,131793.09,1999950
2024-01-25,005380,225446.35,229167.06,222213.62,226134.74,2915116
2024-01-25,005930,67598.69,68323.06,66740.17,68098.94,2592064
2024-01-25,035420,173874.01,176408.05,173266.43,175293.33,2250923
2024-01-25,051910,527662.28,532732.3,524536.2,531090.52,1179249
2024-01-26,000660,131446.96,132521.54,129770.9,130254.19,1810327
2024-01-26,005380,226377.83,228605.22,222577.43,225101.3,1347341
2024-01-26,005930,68166.44,68733.78,67359.83,68038.61,2729841
2024-01-26,035420,175604.91,176449.08,170186.67,171094.67,1380936
2024-01-26,051910,532277.17,537378.32,519953.88,526695.13,2917143
2024-01-29,000660,129904.04,131463.91,127310.07,128879.94,1368965
2024-01-29,005380,225698.35,226866.52,214757.28,215650.7,1664867
2024-01-29,005930,67994.7,68840.04,65426.18,66010.51,1629277
2024-01-29,035420,171545.4,173245.29,163435.01,165162.08,1392926
2024-01-29,051910,526753.16,527817.51,521013.72,524277.0,1357037
2024-01-30,000660,128620.66,133748.09,128054.03,133000.23,1942648
2024-01-30,005380,215183.93,220876.31,213595.79,220622.59,2946713
2024-01-30,005930,65995.73,68286.83,65696.54,67932.27,1905984
2024-01-30,035420,164855.8,167601.22,162887.76,165822.78,2109667
2024-01-30,051910,525232.32,540126.42,524552.28,533484.79,1904112
2024-01-31,000660,132764.72,135100.57,132408.14,133328.68,2715272
2024-01-31,005380,220449.36,221780.79,218204.58,220457.89,1945196
2024-01-31,005930,67823.12,68745.11,67100.81,67752.96,1995816
2024-01-31,035420,165588.6,169134.43,164994.0,167415.48,2511655
2024-01-31,051910,533340.61,539499.98,521856.42,528807.82,2003214
2024-02-01,000660,133119.72,134478.06,132958.63,133501.19,2498427
2024-02-01,005380,220379.41,223314.6,218397.71,220141.83,1917067
2024-02-01,005930,67918.2,68579.68,66427.42,67327.14,2867630
2024-02-01,035420,167677.5,168285.86,164165.62,166456.5,2337687
2024-02-01,051910,528954.55,537674.33,524115.56,536465.88,2677226
2024-02-02,000660,133122.44,133377.09,128384.38,129485.65,2800284
2024-02-02,005380,219664.17,225048.88,217137.95,221775.83,961400
2024-02-02,005930,67378.73,67762.02,65425.14,66290.24,2546855
2024-02-02,035420,166325.01,167498.07,163607.1,166025.08,1371068
2024-02-02,051910,537612.26,538896.8,519364.74,526594.83,1377930
2024-02-05,000660,129515.72,130547.88,125637.12,127359.44,2244916
2024-02-05,005380,221992.92,224065.26,216933.51,218945.17,1728822
2024-02-05,005930,66338.0,66899.78,65761.61,65925.47,2534913
2024-02-05,035420,165560.55,167763.93,161916.29,163815.31,2026141
2024-02-05,051910,527778.93,531401.54,525182.24,529915.32,1022564
2024-02-06,000660,127605.58,128412.8,126703.46,127230.38,2921848
2024-02-06,005380,219319.65,220139.9,217535.77,218303.42,2227243
2024-02-06,005930,65787.69,66140.58,64985.47,65742.9,2436681
2024-02-06,035420,163362.18,165050.67,159316.48,161003.41,2775422
2024-02-06,051910,530306.83,535959.68,528209.36,532771.08,1314118
2024-02-07,000660,127004.24,128061.75,123298.81,124667.67,2544279
2024-02-07,005380,218197.29,222055.5,215708.33,220421.65,2454651
2024-02-07,005930,65558.9,66147.52,64495.79,64775.99,2728884
2024-02-07,035420,161378.34,162274.65,156065.39,156438.74,2991546
2024-02-07,051910,533216.05,535508.65,513862.52,516449.29,2722091
2024-02-08,000660,124725.71,126339.93,124248.11,125103.39,1671135
2024-02-08,005380,220438.68,221649.32,217906.47,219366.42,2990615
2024-02-08,005930,64714.61,65747.23,63844.12,64935.69,2662195
2024-02-08,035420,156744.19,161528.91,154939.45,159483.03,2068745
2024-02-08,051910,515292.86,522059.86,508431.78,511856.07,1079643
2024-02-09,000660,125414.96,126476.27,122645.33,124234.12,2330978
2024-02-09,005380,219281.21,222326.96,214528.82,216732.94,920411
2024-02-09,005930,64790.56,65215.72,64238.77,64486.26,1129818
2024-02-09,035420,159068.94,159439.38,157750.62,157910.98,1518606
2024-02-09,051910,511633.54,513297.4,495676.44,498264.99,2469509
2024-02-12,000660,124452.72,125129.08,124029.83,124402.98,2793515
2024-02-12,005380,216348.34,217832.86,213207.14,215780.34,800499
2024-02-12,005930,64381.51,65298.94,64064.78,64581.34,2210524
2024-02-12,035420,158146.12,160090.26,155882.56,156349.68,2994782
2024-02-12,051910,497086.48,503983.72,495299.33,499941.22,2859558
2024-02-13,000660,124236.46,126071.34,121785.19,123393.01,1244434
2024-02-13,005380,216317.64,219207.64,215320.87,216434.18,1169192
2024-02-13,005930,64656.5,65421.44,63914.57,64863.73,1560531
2024-02-13,035420,156107.18,156351.47,153922.15,155358.18,1086177
2024-02-13,051910,499981.77,509383.05,496231.73,502199.63,1667219
2024-02-14,000660,123159.22,128658.08,122439.98,126942.35,1134629
2024-02-14,005380,215941.19,221624.26,214890.94,221193.71,2843377
2024-02-14,005930,64739.81,66799.59,64297.48,65895.61,1681873
2024-02-14,035420,154913.01,161310.26,154289.07,160340.84,2045597
2024-02-14,051910,503248.84,531562.82,499024.89,527395.47,1878687
2024-02-15,000660,126896.9,128257.06,125141.72,127035.71,2741316
2024-02-15,005380,221101.52,221691.41,216420.18,218127.36,1567430
2024-02-15,005930,65880.59,67940.64,65033.82,66985.3,2089705
2024-02-15,035420,160160.73,164018.96,158278.56,162369.16,831639
2024-02-15,051910,528492.82,539269.4,523551.04,532534.35,1533259
2024-02-16,000660,127267.12,128294.54,122872.84,123052.52,1719074
2024-02-16,005380,217963.53,220077.48,213443.39,214502.59,1043327
2024-02-16,005930,66987.67,67628.09,64085.43,65044.6,2718672
2024-02-16,035420,162626.7,164216.63,161922.89,162633.81,885663
2024-02-16,051910,532508.55,537311.15,524815.17,531008.47,2546701
2024-02-19,000660,123409.95,124687.35,122599.33,123353.59,1165100
2024-02-19,005380,213904.89,218213.16,211393.26,215005.15,918427
2024-02-19,005930,65213.25,66300.75,64871.08,65715.1,2829498
2024-02-19,035420,162962.77,165508.74,161803.7,163923.05,2174150
2024-02-19,051910,530965.4,537546.44,523794.98,534512.2,1325459
2024-02-20,000660,123636.26,124499.84,119735.63,121279.36,827736
2024-02-20,005380,214605.08,214936.73,210103.32,212121.58,2565283
2024-02-20,005930,65796.82,66003.13,64497.91,64948.13,2134773
2024-02-20,035420,164281.48,165795.68,157640.39,158730.34,2979494
2024-02-20,051910,535953.08,538778.3,511020.91,517560.79,1813480
2024-02-21,000660,121322.84,122339.96,119719.87,120312.9,2758567
2024-02-21,005380,211919.53,215162.52,210745.12,213620.49,1919566
2024-02-21,005930,64918.57,66032.4,64794.0,65293.91,2836250
2024-02-21,035420,158974.85,160118.21,157712.29,158520.18,1656307
2024-02-21,051910,516961.73,525216.84,511546.05,524434.26,1997038
2024-02-22,000660,120009.29,121358.3,116491.54,117951.33,2687989
2024-02-22,005380,214083.76,216893.51,207116.15,210240.59,2511701
2024-02-22,005930,65274.65,65443.41,63194.83,63271.53,2645575
2024-02-22,035420,158262.31,159743.0,154347.76,154657.92,2844106
2024-02-22,051910,524596.98,527740.27,506676.88,511143.13,2924139
2024-02-23,000660,118177.14,119190.05,117005.66,117600.31,1491570
2024-02-23,005380,210191.05,213311.08,201645.57,203319.86,2971171
2024-02-23,005930,63129.05,64006.02,61879.06,62054.15,1941443
2024-02-23,035420,154511.21,155807.17,148343.49,150150.87,2990388
2024-02-23,051910,510766.97,513124.25,495596.66,501408.72,1807082
2024-02-26,000660,117579.97,120732.9,116572.28,119242.03,1587156
2024-02-26,005380,203630.41,207058.0,202110.83,206134.42,2982698
2024-02-26,005930,62088.13,62497.04,61123.04,62005.59,1537433
2024-02-26,035420,150584.31,152104.18,148457.28,149014.33,2373220
2024-02-26,051910,502189.47,507304.67,499643.44,505342.0,846529
2024-02-27,000660,119237.89,121704.8,118008.89,120190.93,1182275
2024-02-27,005380,206576.62,208845.08,205520.85,208352.71,1560275
2024-02-27,005930,62118.26,62432.23,61476.51,62365.82,1675971
2024-02-27,035420,149097.62,151454.77,147810.41,151190.65,2284529
2024-02-27,051910,505096.2,519281.44,499915.06,513193.87,2040221
2024-02-28,000660,120343.83,123660.71,118708.22,122126.35,1327723
2024-02-28,005380,207736.38,213312.58,205303.08,211903.69,2601512
2024-02-28,005930,62379.81,63811.98,61746.58,62938.52,1563297
2024-02-28,035420,151351.7,152470.04,151076.8,151526.98,1168185
2024-02-28,051910,512285.46,528182.63,504976.12,522235.45,2675593
2024-02-29,000660,121864.0,122865.08,120804.38,122147.92,2447417
2024-02-29,005380,211696.87,215397.11,208523.19,212719.95,1477202
2024-02-29,005930,63028.21,63495.95,62280.98,63033.85,1795366
2024-02-29,035420,151527.31,153144.46,150595.59,151388.88,2227005
2024-02-29,051910,521289.77,536178.9,516043.2,529171.83,2389903
2024-03-01,000660,122258.7,123443.75,120114.75,121336.21,2651184
2024-03-01,005380,212389.6,215553.16,209406.5,214636.67,1211673
2024-03-01,005930,62898.02,63116.24,61961.69,62462.82,1721635
2024-03-01,035420,151184.77,151666.58,148604.76,149516.34,2118464
2024-03-01,051910,528597.87,537421.37,521606.06,530167.21,1192743
2024-03-04,000660,121315.3,123099.54,117647.98,118372.66,1077782
2024-03-04,005380,214708.21,215798.72,210493.81,212439.0,1629107
2024-03-04,005930,62618.29,62998.6,61241.48,61665.22,2190981
2024-03-04,035420,149228.69,150851.1,144807.47,146067.68,2269073
2024-03-04,051910,530145.04,531283.34,516858.86,523272.23,2876286
2024-03-05,000660,118497.79,119155.62,116349.92,116980.62,953210
2024-03-05,005380,212918.14,216906.5,211193.8,213980.49,1526343
2024-03-05,005930,61485.07,62117.73,60464.84,61230.68,2914354
2024-03-05,035420,146363.35,146857.5,141019.59,143128.15,2514025
2024-03-05,051910,524768.23,528057.29,519590.57,520670.44,1998614
2024-03-06,000660,116752.42,118267.91,114536.95,115906.91,2641490
2024-03-06,005380,213475.67,217282.48,210453.53,214209.09,1454830
2024-03-06,005930,61101.61,61668.6,60258.09,61251.8,2993123
2024-03-06,035420,143222.36,145224.05,142754.62,143673.1,2566184
2024-03-06,051910,519951.11,525584.04,511448.44,514419.4,2976075
2024-03-07,000660,115753.41,118889.94,115142.02,117712.77,1927840
2024-03-07,005380,213949.55,217607.14,211232.4,216419.94,2522955
2024-03-07,005930,61252.6,63028.24,60391.33,62445.29,2449913
2024-03-07,035420,144070.44,148781.52,142894.67,147527.08,1684151
2024-03-07,051910,513694.22,532980.96,506362.94,527490.4,1050021
2024-03-08,000660,117575.27,118918.33,115866.27,118447.26,1468682
2024-03-08,005380,215929.75,224780.27,213065.19,222579.25,955178
2024-03-08,005930,62336.6,63205.75,61580.57,62359.36,1219512
2024-03-08,035420,147220.54,148547.96,143634.38,145249.82,2826876
2024-03-08,051910,525920.33,533805.16,520201.0,522168.62,2530790
2024-03-11,000660,118556.11,120232.05,115456.79,115781.34,2485342
2024-03-11,005380,223126.03,223943.08,219878.74,220651.57,1998187
2024-03-11,005930,62185.96,62659.12,60193.85,60623.81,944559
2024-03-11,035420,145322.32,146673.78,138775.95,140182.13,914376
2024-03-11,051910,522199.09,524915.02,507674.94,514300.31,1426284
2024-03-12,000660,115981.72,117969.27,114664.64,116765.45,2795829
2024-03-12,005380,220092.69,226034.65,217552.26,222831.17,2691219
2024-03-12,005930,60724.03,61708.23,60258.98,61258.23,1769678
2024-03-12,035420,139788.28,140756.55,136613.53,138527.43,2135063
2024-03-12,051910,513917.58,519873.03,506324.45,510122.17,970463
2024-03-13,000660,116885.06,118523.91,115313.41,117484.62,1783522
2024-03-13,005380,222388.37,225269.46,215667.56,218910.67,1925917
2024-03-13,005930,61221.75,61787.86,60436.48,61246.75,1200241
2024-03-13,035420,138844.09,140699.15,136028.01,136817.91,1264710
2024-03-13,051910,508646.99,510158.09,503940.47,508920.06,2853024
2024-03-14,000660,117456.67,119045.87,116593.73,117506.08,1636881
2024-03-14,005380,219264.58,222353.39,213872.02,214358.86,2603174
2024-03-14,005930,61379.7,62254.09,60103.15,60696.38,1395638
2024-03-14,035420,137115.9,138953.98,133774.31,135432.94,2422337
2024-03-14,051910,509339.62,515566.59,494655.68,498881.59,1595665
2024-03-15,000660,117842.24,118142.75,115827.45,116889.31,892454
2024-03-15,005380,214858.13,217293.16,212490.09,216472.93,1435730
2024-03-15,005930,60748.82,61686.13,59859.18,61274.22,1143535
2024-03-15,035420,135259.46,136914.63,134314.69,134454.34,866057
2024-03-15,051910,497709.42,513676.2,495700.78,506952.46,1169859
2024-03-18,000660,117057.57,118679.17,114492.19,115774.92,2688351
2024-03-18,005380,216313.24,220644.1,214717.67,219217.77,1151735
2024-03-18,005930,61353.62,63393.05,60456.59,62751.42,1288338
2024-03-18,035420,134774.91,136383.14,134589.91,135070.68,1823020
2024-03-18,051910,506989.75,519111.02,503821.71,515081.41,2881611
2024-03-19,000660,115630.58,119819.37,115116.66,118194.1,2570794
2024-03-19,005380,219469.31,220701.99,217130.72,219966.0,1907359
2024-03-19,005930,62650.17,63937.23,61727.7,63278.72,1029038
2024-03-19,035420,135352.22,135629.68,133957.26,135376.05,947436
2024-03-19,051910,515327.94,519740.72,506081.59,513421.19,938396
2024-03-20,000660,117852.29,119558.72,114919.77,115477.13,1470452
2024-03-20,005380,220357.24,222858.86,217115.64,218417.96,1142701
2024-03-20,005930,63392.59,63614.44,62478.69,62847.08,1324002
2024-03-20,035420,135762.15,137450.71,133724.73,134135.76,2863523
2024-03-20,051910,512458.05,513203.47,507032.01,509371.58,2391326
2024-03-21,000660,115705.35,116277.09,114496.2,114815.56,1047676
2024-03-21,005380,218479.61,222011.53,216356.66,221518.82,1709736
2024-03-21,005930,62696.03,62972.17,62202.12,62507.68,2682532
2024-03-21,035420,133801.85,134657.96,131829.72,133702.29,1263744
2024-03-21,051910,508259.28,514716.77,497315.83,503780.85,1462586
2024-03-22,000660,114955.87,115941.02,112566.52,114124.15,1332166
2024-03-22,005380,220907.18,225098.55,220549.11,224015.25,2897991
2024-03-22,005930,62631.52,63116.04,62277.86,62704.66,1250965
2024-03-22,035420,133485.18,134495.33,131797.08,133295.34,1022151
2024-03-22,051910,503022.08,514785.93,497270.17,511607.67,1875692
2024-03-25,000660,113790.27,114650.84,112508.15,113734.46,2116386
2024-03-25,005380,223816.76,224175.63,220813.83,223607.28,1662879
2024-03-25,005930,62626.84,64951.37,61698.83,64083.13,988118
2024-03-25,035420,133029.41,135853.55,132846.23,135438.85,2470443
2024-03-25,051910,511323.45,527270.66,504053.95,519574.73,1112799
2024-03-26,000660,113596.1,114215.48,113074.09,113624.76,905914
2024-03-26,005380,224208.04,224875.46,221311.35,222269.51,1039101
2024-03-26,005930,63970.81,64183.22,63173.74,64095.32,2082691
2024-03-26,035420,135818.97,136790.94,132259.28,133744.22,2556245
2024-03-26,051910,518180.69,523295.24,510803.42,518236.34,2640167
2024-03-27,000660,113899.43,115648.96,113255.81,114172.51,2105087
2024-03-27,005380,222911.32,224325.17,219046.3,219958.4,1553700
2024-03-27,005930,64065.1,65224.99,63837.3,64356.35,1551998
2024-03-27,035420,133604.79,134298.39,131472.78,133035.27,1085293
2024-03-27,051910,518273.46,522615.61,507662.23,511311.81,1175790
2024-03-28,000660,114441.25,114852.63,110417.39,111973.2,1326922
2024-03-28,005380,220126.89,220938.77,213729.14,216534.5,2863741
2024-03-28,005930,64263.45,64669.32,63627.95,64059.44,1389740
2024-03-28,035420,132840.87,134292.93,132101.74,133495.37,937642
2024-03-28,051910,510384.36,513172.82,495955.3,499296.12,1262259
2024-03-29,000660,112171.11,112337.72,106898.09,107634.39,2989962
2024-03-29,005380,217077.11,219991.27,211569.2,212898.52,2578190
2024-03-29,005930,64107.16,64538.71,62595.58,63054.07,1759478
2024-03-29,035420,133263.49,134934.12,131538.65,133291.13,1553819
2024-03-29,051910,498146.73,505410.53,480441.36,487605.38,2565934
2024-04-01,000660,107864.1,109167.17,106342.24,108268.52,2629021
2024-04-01,005380,212348.01,214888.8,210095.39,213673.63,2198419
2024-04-01,005930,62976.31,65014.45,62704.91,64099.22,1108248
2024-04-01,035420,133582.77,134006.09,131089.0,132928.96,1865983
2024-04-01,051910,488448.07,501268.28,482048.8,498694.52,1120383
2024-04-02,000660,108332.81,110881.79,106850.17,110593.24,2801179
2024-04-02,005380,213488.96,214534.7,212069.38,213876.16,2591644
2024-04-02,005930,64240.93,65654.78,64081.85,65145.08,2559681
2024-04-02,035420,132771.37,137965.33,132273.91,136749.94,1101726
2024-04-02,051910,499285.27,524083.65,497267.38,518895.06,2862458
2024-04-03,000660,110705.52,112101.51,108744.65,109038.43,2057899
2024-04-03,005380,213724.89,214334.38,210860.77,213475.06,1322463
2024-04-03,005930,65115.85,65351.6,64384.05,65265.8,1991595
2024-04-03,035420,136816.15,139013.19,135039.88,137899.36,2172796
2024-04-03,051910,519492.6,521145.59,507820.25,513775.84,2652826
2024-04-04,000660,109049.84,111451.94,107897.98,110674.35,1756111
2024-04-04,005380,213218.76,216634.2,211814.34,214489.49,2331375
2024-04-04,005930,65318.07,66414.14,64465.74,66109.34,2636846
2024-04-04,035420,137712.07,139210.69,135805.01,138129.18,1811084
2024-04-04,051910,512879.73,529333.86,510236.3,528269.23,1685557
2024-04-05,000660,110856.22,112262.15,110578.56,111213.75,1775436
2024-04-05,005380,214312.54,216999.16,206031.7,208564.24,1831889
2024-04-05,005930,66301.49,67060.58,65466.32,66504.62,1399076
2024-04-05,035420,137968.79,141899.7,136009.31,140146.01,1720936
2024-04-05,051910,529600.6,534951.46,511321.42,518441.77,2885284
2024-04-08,000660,111285.21,112380.07,110160.58,110905.45,2345794
2024-04-08,005380,208940.84,212582.26,206128.09,211836.12,2744104
2024-04-08,005930,66312.45,67227.57,65365.73,66250.27,2068336
2024-04-08,035420,140111.05,142905.49,139135.88,141329.65,2267867
2024-04-08,051910,517690.72,520652.42,501674.6,506418.91,912693
2024-04-09,000660,110730.73,112493.64,109231.34,111581.68,1645924
2024-04-09,005380,211636.49,217467.5,208537.04,215192.02,2318103
2024-04-09,005930,66160.46,66760.18,65771.43,66180.53,2625431
2024-04-09,035420,141564.58,143414.95,138838.18,140326.45,1983649
2024-04-09,051910,506408.33,507789.03,499222.73,503953.04,1571561
2024-04-10,000660,111573.42,113998.93,111384.57,112855.57,2121432
2024-04-10,005380,214954.58,218241.17,213565.41,217853.31,1329768
2024-04-10,005930,66063.96,68723.58,65199.6,68644.36,2780041
2024-04-10,035420,140612.8,144088.29,140254.7,141979.56,1617227
2024-04-10,051910,504778.03,514694.13,498290.51,508468.25,1606412
2024-04-11,000660,113020.52,114990.34,112328.54,114067.79,956050
2024-04-11,005380,217705.35,218336.52,214888.3,217872.85,1455549
2024-04-11,005930,68798.36,69442.57,67654.98,68103.97,2263080
2024-04-11,035420,141719.88,144699.92,141065.56,143572.66,1883651
2024-04-11,051910,508081.87,509666.96,497339.67,499247.62,2355902
2024-04-12,000660,113899.7,116959.57,112944.64,116254.38,900427
2024-04-12,005380,217336.57,221761.84,214094.92,218753.63,1864492
2024-04-12,005930,67971.32,69885.98,67350.25,68934.56,1642904
2024-04-12,035420,143558.17,149100.62,142131.15,147225.67,2691548
2024-04-12,051910,498320.16,517079.46,491583.5,513926.98,2182054
2024-04-15,000660,116003.29,116568.85,112157.32,112314.4,1528963
2024-04-15,005380,218259.14,219417.55,216356.0,216797.21,1155728
2024-04-15,005930,68942.39,69056.66,66275.54,67126.16,2423673
2024-04-15,035420,147143.35,147966.65,141513.82,142747.76,2477383
2024-04-15,051910,512759.45,520349.87,489941.58,491944.01,1658524
2024-04-16,000660,112302.3,113016.16,111578.05,112594.45,1417503
2024-04-16,005380,217403.16,224044.07,216399.18,223177.89,2002689
2024-04-16,005930,66958.13,68948.96,66183.75,68303.89,1656450
2024-04-16,035420,142427.43,145539.08,142188.19,144995.36,1186081
2024-04-16,051910,492175.9,507426.52,488611.27,500539.7,1183896
2024-04-17,000660,112396.51,113321.76,110628.23,112304.13,816860
2024-04-17,005380,223692.74,225778.93,222011.42,223819.19,1230007
2024-04-17,005930,68217.29,69145.87,67880.75,68734.88,1453667
2024-04-17,035420,145054.28,147186.31,143872.78,145857.49,2218439
2024-04-17,051910,500175.42,511802.98,497183.86,505332.69,2231593
2024-04-18,000660,112114.83,112284.59,109504.35,111001.5,1545493
2024-04-18,005380,223370.96,228773.46,221045.61,225652.49,1618580
2024-04-18,005930,68762.26,69339.0,68369.73,68811.58,2861025
2024-04-18,035420,145621.05,146893.38,141730.63,143131.83,2255667
2024-04-18,051910,506444.89,513289.81,503631.03,504702.47,1008668
2024-04-19,000660,111203.02,112204.81,110126.68,110994.96,1445675
2024-04-19,005380,226004.27,227657.56,225626.59,226357.47,2423441
2024-04-19,005930,68907.6,69190.17,67904.07,68913.88,1376980
2024-04-19,035420,142823.71,146346.99,141051.81,145042.73,1413014
2024-04-19,051910,504836.09,515175.26,502613.29,509385.02,2134775
2024-04-22,000660,111282.49,112012.31,108383.89,109898.36,2157546
2024-04-22,005380,226489.8,229509.48,215287.74,218412.24,1365537
2024-04-22,005930,68953.19,69071.79,66071.8,66608.05,2113054
2024-04-22,035420,144797.93,145313.38,142434.09,142925.76,1428556
2024-04-22,051910,508366.62,514550.33,491011.78,493438.73,989498
2024-04-23,000660,109643.73,110283.3,107395.1,108249.86,2723289
2024-04-23,005380,218366.42,219278.69,215997.05,216992.03,2822257
2024-04-23,005930,66541.8,67326.52,65573.41,66471.28,965303
2024-04-23,035420,143292.04,145381.09,141171.61,142167.12,1114602
2024-04-23,051910,493331.58,495026.51,480313.63,485300.24,839778
2024-04-24,000660,108245.67,109418.15,107079.75,107197.73,1089276
2024-04-24,005380,216892.79,219436.91,216559.14,218173.71,1778675
2024-04-24,005930,66562.29,67090.59,66113.03,66469.47,1756620
2024-04-24,035420,142060.11,144602.25,140659.89,142863.85,991437
2024-04-24,051910,485010.02,498304.71,481941.93,494007.69,2259678
2024-04-25,000660,107052.84,111443.13,106079.26,110720.79,1704246
