Date,Ticker,Open,High,Low,Close,Volume
2024-05-23,005930,77629,77897,76379,77045,9043043
2024-05-24,005930,76943,79465,76943,78436,9530963
2024-05-27,005930,78654,80218,78654,79949,12273160
2024-05-28,005930,79862,82302,79862,81805,29502929
2024-05-29,005930,81660,81925,81225,81595,10080483
2024-05-30,005930,81691,81691,80123,80773,18386085
2024-05-31,005930,80894,81060,80048,80715,19152511
2024-06-03,005930,80941,80941,78926,79793,10244524
2024-06-04,005930,79403,79403,79041,79087,9378041
2024-06-05,005930,78817,79270,78492,79157,13773681
2024-06-06,005930,78953,79756,78947,79435,8760499
2024-06-07,005930,79699,79699,78437,79092,15147664
2024-06-10,005930,79229,79961,79229,79848,17967432
2024-06-11,005930,79965,80196,79178,79678,18101945
2024-06-12,005930,79561,81782,79561,81212,9971189
2024-06-13,005930,80674,81432,80079,80815,18526406
2024-06-14,005930,80321,81969,80321,81189,13552157
2024-06-17,005930,80804,80966,79953,80231,18794894
2024-06-18,005930,80288,80952,80220,80271,9402776
2024-06-19,005930,80060,81564,80060,81038,17528302
2024-06-20,005930,81082,81310,79639,80672,9820098
2024-06-21,005930,81037,81158,80650,80937,18521187
2024-06-24,005930,80871,82093,80871,81352,17567544
2024-06-25,005930,81587,81587,80071,80421,15693771
2024-06-26,005930,80234,81974,80234,81384,10179172
2024-06-27,005930,81166,81166,79511,80193,19367400
2024-06-28,005930,80781,80781,77776,77980,24651966
2024-07-01,005930,78031,79011,77517,78124,9830468
2024-07-02,005930,78497,79477,77774,78562,19212404
2024-07-03,005930,79160,79160,77452,78104,12788032
2024-07-04,005930,77867,79053,77867,78618,14448747
2024-07-05,005930,78918,78918,76473,77081,13426615
2024-07-08,005930,77024,77024,76233,76347,13980413
2024-07-09,005930,76594,76760,75699,76120,15587171
2024-07-10,005930,76708,76708,74258,74458,26414753
2024-07-11,005930,74432,74805,73935,74533,10288252
2024-07-12,005930,74374,75135,74367,74694,17306331
2024-07-15,005930,74228,75572,74228,74812,14715683
2024-07-16,005930,74496,74496,73360,73720,15727994
2024-07-17,005930,73827,73827,72631,73054,15907087
2024-07-18,005930,72939,72990,72210,72399,15832953
2024-07-19,005930,72576,73206,72459,72846,18268357
2024-07-22,005930,72610,72610,71363,72046,11517772
2024-07-23,005930,71778,72672,71778,72600,12556308
2024-07-24,005930,72321,72321,71348,71910,14624566
2024-07-25,005930,72120,73500,72120,73446,52794789
2024-07-26,005930,73514,73801,73013,73441,15601738
2024-07-29,005930,73157,73157,71614,71956,33803063
2024-07-30,005930,72044,72539,71844,72064,15817044
2024-07-31,005930,72414,72414,70078,70614,47941320
2024-08-01,005930,70482,72000,70482,71966,9995400
2024-08-02,005930,71656,72367,71535,72010,12671547
2024-08-05,005930,71799,72768,71799,72533,14796855
2024-08-06,005930,72554,74372,72554,73472,10579284
2024-08-07,005930,74036,74036,73183,73652,12010926
2024-08-08,005930,73692,73953,73094,73589,13945895
2024-08-09,005930,73745,73745,72477,73316,17592990
2024-08-12,005930,72928,73042,72203,72843,9098984
2024-08-13,005930,72882,74292,72882,73865,18475350
2024-08-14,005930,74150,74150,72132,72703,18190347
2024-08-15,005930,72797,74078,72797,73652,10166904
2024-08-16,005930,73751,74482,73385,73858,19652698
2024-08-19,005930,73864,74124,73098,73691,11829205
2024-08-20,005930,73461,73871,73186,73739,16697201
2024-08-21,005930,74059,75299,74059,74892,11825030
2024-08-22,005930,74589,75737,74577,75091,8292809
2024-08-23,005930,74974,76114,74946,75641,13758507
2024-08-26,005930,75259,77617,75259,76943,16850987
2024-08-27,005930,76633,76633,74954,75343,34667092
2024-08-28,005930,75101,75101,74357,74535,19399534
2024-08-29,005930,74524,75840,74524,75168,15360936
2024-08-30,005930,74814,76519,74814,75799,10118336
2024-09-02,005930,75654,76202,75560,75889,8694112
2024-09-03,005930,76070,77370,76070,76994,9846750
2024-09-04,005930,77041,78325,77041,77986,15115279
2024-09-05,005930,77901,77901,76094,76591,9554179
2024-09-06,005930,76742,77680,76610,77151,9043841
2024-09-09,005930,77356,79094,77356,79035,41851526
2024-09-10,005930,79031,79031,77636,78157,13767038
2024-09-11,005930,78467,80058,78467,79295,14788783
2024-09-12,005930,79436,79436,77857,78242,18206980
2024-09-13,005930,78360,79879,78360,79306,16161689
2024-09-16,005930,79266,80959,79266,80146,12021426
2024-09-17,005930,80247,80627,79710,80311,14089612
2024-09-18,005930,79983,81252,79983,80721,15608068
2024-09-19,005930,80786,82322,80786,81468,14495198
2024-09-20,005930,81617,81617,80546,81100,9230116
2024-09-23,005930,81055,81837,80719,81306,16498065
2024-09-24,005930,81597,81597,80620,80936,8548904
2024-09-25,005930,80904,80904,79129,79481,17244889
2024-09-26,005930,79136,79136,76660,77563,29890457
2024-09-27,005930,77824,77824,74863,75540,33837342
2024-09-30,005930,75958,77361,75958,76751,12771132
2024-10-01,005930,76587,76587,75380,75788,8373608
2024-10-02,005930,75769,75769,74425,75202,19618321
2024-10-03,005930,75362,76752,75362,76233,18137398
2024-10-04,005930,76278,77527,76149,76917,17558447
2024-10-07,005930,77004,77820,77004,77595,13163670
2024-10-08,005930,77625,77625,76781,76913,11227920
2024-10-09,005930,76849,76849,75621,76307,8869362
2024-10-10,005930,75944,76661,75944,76307,16339782
2024-10-11,005930,76301,77574,76301,77026,9259162
2024-10-14,005930,77373,77373,76328,76521,14715784
2024-10-15,005930,76459,77611,76459,77350,8942941
2024-10-16,005930,77767,77767,76895,77293,17607040
2024-10-17,005930,77357,78263,77357,77911,16477708
2024-10-18,005930,78074,78074,76874,77187,16569043
2024-10-21,005930,77214,77906,76856,77575,17807573
2024-10-22,005930,77979,79442,77979,78483,8979559
2024-10-23,005930,78629,78921,78346,78693,13978348
2024-10-24,005930,78702,80675,78702,79783,10394509
2024-10-25,005930,80044,80281,79391,79922,16726028
2024-10-28,005930,79628,80203,78983,79839,19851794
2024-10-29,005930,79814,79814,77519,78460,18481078
2024-10-30,005930,78614,80600,78614,80161,56845080
2024-10-31,005930,80492,80492,78492,78668,9578812
2024-11-01,005930,78538,80020,78538,79425,19656741
2024-11-04,005930,79032,79359,78405,78809,18448998
2024-11-05,005930,79081,79440,78585,78785,9962286
2024-11-06,005930,78976,78976,76721,77164,35706842
2024-11-07,005930,77153,77153,75498,76034,10832605
2024-11-08,005930,75975,76514,75974,76492,10984571
2024-11-11,005930,76412,78463,76412,77647,8440057
2024-11-12,005930,77930,78006,76597,77345,17668041
2024-11-13,005930,77285,77988,76766,77285,11236995
2024-11-14,005930,77255,77600,76822,77126,19206500
2024-11-15,005930,77338,77338,76191,76191,13456878
2024-11-18,005930,75992,76554,75397,76531,8359683
2024-11-19,005930,76672,77642,76672,76924,19638944
2024-11-20,005930,77172,77172,75668,75975,10125797
2024-11-21,005930,76009,76502,75281,75848,13966097
2024-11-22,005930,75746,76881,75676,76203,19171384
2024-11-25,005930,76349,76999,75559,76288,12726372
2024-11-26,005930,76518,76518,74746,75264,17388625
2024-11-27,005930,75209,75873,74507,75059,11924397
2024-11-28,005930,75221,76644,75221,75950,13226999
2024-11-29,005930,75911,76977,75911,76552,11895029
2024-12-02,005930,76349,76755,76349,76589,13384323
2024-12-03,005930,76966,78358,76966,78039,15433884
2024-12-04,005930,78053,79067,78053,79008,13750182
2024-12-05,005930,79250,80246,79250,80099,15294861
2024-12-06,005930,80038,83132,80038,82469,57373243
2024-12-09,005930,82050,83191,82050,82881,11418474
2024-12-10,005930,82406,83546,82406,82808,15324005
2024-12-11,005930,82564,83480,82493,83228,10173792
2024-12-12,005930,83689,83689,82393,83028,9282523
2024-12-13,005930,83023,83376,82665,83275,17671910
2024-12-16,005930,83393,84209,83333,83852,15219341
